userid,playtime_forever
76561198133804303,3126
76561198039879243,2694
76561198008197805,4220
76561198084997448,3649
76561198064040292,5090
76561198098890732,2162
76561198118712698,2514
76561198061553822,401
76561198871857407,3231
76561197996824796,6902
userid,playtime_forever
76561198280262444,4721
76561198138994221,260
76561198119370246,5976
76561198066189743,3849
76561198059413537,1316
76561198150066770,4842
76561198312745111,3894
76561198096049739,2387
76561197977908127,3419
76561197997995855,4664
76561198108727305,12760
76561198012398778,4359
76561198056569521,3193
76561198138047248,6953
76561198084144024,2539
76561198048126915,3669
76561198092415775,2827
76561198121858827,818
76561198001550750,2847
76561198032252135,375
userid,playtime_forever
76561198101299695,2240
76561198167775900,8436
76561198007866915,1732
76561198071860260,4457
76561198004359678,2555
76561198051264306,4256
76561198123189064,6170
76561198188067489,5685
76561198027076879,5048
76561198074601139,3502
76561198059262254,3129
76561198020436947,210
76561198083539753,680
76561198070044018,1963
76561198121431955,3135
76561197996715488,2593
76561198106459451,2173
76561198081563305,1415
76561198030342005,1768
76561198353451243,2296
userid,playtime_forever
76561198168370557,296
76561198045385531,3358
76561198402255144,2645
76561198394382697,1008
76561198366360565,5196
76561198097882589,10966
76561198006569223,1708
76561198066602084,2373
76561198057940498,4003
76561198025388982,5451
76561198054177659,2791
76561198156360314,591
76561198074671324,3688
76561198169443272,17
76561198116903651,2661
76561198147527222,6781
76561198048785832,4739
76561198421904547,1936
76561198156994181,4361
76561197985525804,2769
userid,playtime_forever
76561198017816168,641
76561198046721490,7087
76561198012710399,287
76561198000213938,5090
76561198276902574,3829
76561198014194195,171
76561198213893881,2044
76561198142414389,3026
76561198159626675,1859
76561198276196773,67
76561198120143023,1930
76561198008991328,2748
76561198008676724,2131
76561198036360339,5617
76561198351705614,9165
76561198175687325,2229
76561198029110823,4168
76561198021998078,2932
76561198288133826,1726
76561198048461727,2375
userid,playtime_forever
76561198059002077,1426
76561198046794341,3642
76561197999987753,4758
76561198029739808,2151
76561198101571855,4283
76561198015109838,4118
76561198122770364,3278
76561198083958140,2154
76561198205522416,1815
76561198005239582,3274
76561198089998423,2691
76561197961615556,7586
76561197995033308,2573
76561198003258703,5213
76561198000018648,2361
76561198128876889,2206
76561198093771699,4732
76561198105456569,3610
76561198225312024,3753
76561198031547886,3035
userid,playtime_forever
76561198016567507,2620
76561198011703747,4308
76561197968525539,1278
76561198273424104,3410
76561198168178335,3716
76561198046883249,4433
76561198019876628,2476
76561198078364625,1932
76561198083713170,2200
76561198006268927,272
76561198148954562,1986
76561198089510392,1554
76561198082986324,798
76561198837185562,318
76561198862823556,4884
76561198241969426,2737
76561198062938613,1429
76561197994495415,5909
76561198046612411,486
76561198075330976,812
userid,playtime_forever
76561198047188542,2191
76561198154118953,3480
76561197970904134,3700
76561198097660975,4173
76561198942024809,860
76561198017479878,4589
76561197972869879,1309
76561198089904681,1698
76561198156481440,3458
76561198048757780,2412
76561198127720877,4406
76561198394175877,24418
76561198383483742,1026
76561198005112460,1209
76561198044050156,4350
76561198112847046,3623
76561198055533790,3153
76561198007318706,2317
76561198127239093,2584
76561197961825297,1130
userid,playtime_forever
76561198005193116,1634
76561197991803834,2110
76561198088298856,3987
76561198128583968,2515
76561198328812641,1222
76561198371061414,3622
76561198095424346,1659
76561198236816864,4929
76561198102127426,1133
76561198063431074,2437
76561198121684745,2404
76561198005573741,3748
76561198047671381,211
76561198007095386,4347
76561198116952956,4337
76561198037753779,2203
76561197963351151,3458
76561198309549801,3468
76561198055717673,1900
76561198217390992,5961
userid,playtime_forever
76561198056728944,2318
76561198018138061,3453
76561198070597600,2844
76561198031537979,5142
76561197991756908,332
76561198881332301,6390
76561198070995049,3129
76561198200629267,3356
76561198062969833,2317
76561198006554739,2054
76561198036522445,1444
76561198030659501,3731
76561198205041665,3599
76561198059992821,4956
76561198045329327,3182
76561198013971147,1717
76561198038675229,2155
76561197998197307,2677
76561198379047901,5751
76561198042804803,1055
userid,playtime_forever
76561198165688872,3130
76561198048065251,2909
76561198246983324,4369
76561198100182541,2076
76561198080345038,2842
76561197998267735,2804
76561198054977284,2941
76561198089005230,1719
76561198039931237,4612
76561198048761846,2068
76561198202780458,5533
76561198107957708,3482
76561198067056344,3249
76561197991802215,3591
76561198446663517,2201
76561198324045122,3700
76561198397348354,3924
76561198086746918,6041
76561197988193447,1311
76561197961308774,4141
userid,playtime_forever
76561198088406220,1469
76561198267474217,2307
76561198062961891,6271
76561197966026192,4381
76561198301082541,3395
76561198143828806,3134
76561198331389230,1819
76561198042442262,2555
76561197979829045,1961
76561198134581757,2673
76561198134242557,2047
76561198030844036,4069
76561198005312663,1483
76561198244217472,5129
76561198102309563,5317
76561198303855897,270
76561198360750002,1573
76561198030046825,4805
76561198089213353,2405
76561198086530022,4888
userid,playtime_forever
76561198115025284,1332
76561198062631471,3122
76561198032834523,2132
76561198315885510,2200
76561198256741519,2185
76561198065278345,3195
76561198038345622,4048
76561198083242741,4332
76561198281274120,5339
76561197977848675,2039
76561198394545132,3638
76561198006561124,4459
76561198341228009,1368
76561198130443576,2609
76561198119914855,4455
76561198069451191,2822
76561198056041870,3937
76561198049699245,2261
76561198024786752,2762
76561198256969513,2659
userid,playtime_forever
76561198037814074,4002
76561198019165481,12779
76561198040469472,4644
76561198088125392,4307
76561198137652204,4308
76561198182058935,4744
76561198369687947,2196
76561197998189630,5367
76561198145032573,2944
76561198094330828,3345
76561197969242701,1971
76561197970953842,127
76561198079877157,2038
76561198100595417,2339
76561198262213371,4785
76561198056350539,535
76561198119584364,3923
76561198045317601,3628
76561197966535344,2956
76561198067161291,3503
userid,playtime_forever
76561198063611636,3444
76561198079106500,1110
76561198079544242,2209
76561198118938238,3702
76561197979666090,3199
76561198036931853,4886
76561198093317826,1276
76561198064047903,4723
76561198328040471,2927
76561197964574887,3317
76561198017569012,652
76561197989311050,5259
76561197976219594,2724
76561197991932282,3789
76561198091121736,2155
76561198005980371,2002
76561198000856717,2086
76561198065745656,1491
76561198027402288,2180
76561198025694973,12
userid,playtime_forever
76561197980827564,5153
76561198138982601,870
76561198091332103,394
76561198000023213,985
76561198082889425,1053
76561198042789848,885
76561198073923274,3892
76561197996123361,616
76561198031861497,3350
76561198154025079,4311
76561198032739770,2764
76561198160183903,6686
76561198012770336,4112
76561198052390896,3263
76561198028261812,2717
76561198085422810,2667
76561198006688822,3884
76561198367452343,2847
76561198041667329,13522
76561198049865827,2735
userid,playtime_forever
76561198067964850,1630
76561198836136180,4778
76561198100449025,11723
76561198190753813,1604
76561198092525762,3450
76561197961883382,5334
76561198247612158,2963
76561198164225286,3221
76561197970490594,2340
76561198066969284,2410
76561197964925417,7281
76561198261742810,5794
76561198111422227,2917
76561198026793136,2319
76561198044570242,488
76561198057079153,3433
76561197995318000,2068
76561198095378396,3358
76561198027935230,4446
76561198006605890,2303
userid,playtime_forever
76561198032151318,985
76561198025573195,1426
76561197967581813,2888
76561198049826007,1773
76561197998613462,238
76561197993756990,3843
