userid,playtime_last_two_weeks
76561198143490806,204
76561198010637360,1736
76561198131957986,495
76561198889383927,89
76561198797027265,122
76561198002976162,0
76561198820283931,2157
76561198926614888,16
76561197995949107,30
76561198378550767,741
76561198193490655,320
76561198153334020,0
76561198081286664,833
76561198326057471,306
76561198082331894,2862
76561198038369594,620
76561198095955247,1490
76561197990795474,0
76561198797272295,603
76561198261079400,2111
userid,playtime_last_two_weeks
76561198114284074,51
76561198092319055,670
76561198060525274,368
76561198333146216,1786
76561198191167698,89
76561198815551359,847
76561198156093311,1056
76561198219413029,1308
76561198283612685,637
76561198117646617,1844
76561198146319133,636
76561198390792103,59
76561198104845617,4045
76561198135514791,1034
76561198246325036,2898
76561198400810837,0
76561197970610839,243
76561198298931179,1591
76561198116399108,961
76561198818632628,300
userid,playtime_last_two_weeks
76561198315817476,1274
76561198072226579,0
76561198256288724,2895
76561198013780358,1843
76561198159285806,241
76561198862314373,39
76561198301903912,98
76561198074050073,1454
76561198134890336,2543
76561198896472712,3499
76561198799169792,112
76561198141582631,268
76561198889278526,2308
76561198233242096,361
76561198901566503,0
76561198806517383,388
76561198120696949,0
76561198207180937,1369
76561198826983276,2053
76561198321067895,1470
userid,playtime_last_two_weeks
76561198869968466,139
76561198117388385,2907
76561198043705187,953
76561198384392777,1231
76561198883007696,193
76561198290913643,688
76561198218193009,41
76561198187222953,631
76561198260233798,0
76561198010920729,1295
76561198366700691,789
76561198043873495,997
76561198288202113,472
76561198262567903,126
76561198181551091,1171
76561198294047640,1517
76561198253304290,27
76561198046845216,0
76561198264305709,1747
76561198843137492,3972
userid,playtime_last_two_weeks
76561198065297215,690
76561198891340951,45
76561198324392232,1058
76561198127890145,0
76561198130016442,836
76561198340461060,868
76561198422092885,158
76561198143478584,0
76561198204391557,0
76561198950724979,4365
76561198182549695,1494
76561198309069942,4628
76561198861802433,2022
76561198144308516,0
76561198397325412,2233
76561198234396984,389
76561198399174496,0
76561198332731169,3762
76561198366955148,469
76561198310227106,0
userid,playtime_last_two_weeks
76561198366955148,469
76561198310227106,0
76561197991327556,465
76561198304305619,607
76561198798905907,985
76561198144783197,1802
76561198873377604,25
76561198274677151,1552
76561198294218024,1831
76561198806748000,48
76561198120666551,1242
76561198123564172,184
76561198206035801,2265
76561198297446682,993
76561198150291570,1025
76561198316582066,676
76561198155980319,1074
76561198147856234,2633
76561198452814178,11
76561198863013998,1664
userid,playtime_last_two_weeks
76561198452814178,11
76561198863013998,1664
76561198203764908,1642
76561198163247616,830
76561198047966876,12
76561198834482839,2199
76561198089790387,0
76561198226872976,0
76561198452754075,1193
76561198348350510,1838
76561198337474231,1261
76561198273793433,1052
76561198299328246,262
76561198141332098,2578
76561198255100833,4256
76561198355441411,1717
76561198291270513,367
76561198884296800,1379
76561198401403097,2386
76561198103979810,2020
userid,playtime_last_two_weeks
76561198957006286,880
76561198874603982,1593
76561198174390086,3133
76561198050840535,0
76561198059863738,0
76561198237001780,1025
76561198197067527,3128
76561198119496700,2652
76561198365564390,96
76561198164914926,805
76561198086458489,2283
76561198330862431,1621
76561198319881516,0
76561198096798827,0
76561198121348714,779
76561198366917541,1559
76561198811490745,335
76561198223705780,0
76561198797841976,407
76561198859845476,1753
userid,playtime_last_two_weeks
76561198797841976,407
76561198859845476,1753
76561198309370595,1074
76561198867065606,2946
76561198799647383,734
76561198085931811,2959
76561198185117998,1
76561198447637881,816
76561198448922100,1755
76561198312200437,968
76561198317537394,81
76561198348701778,1529
76561198234622528,1531
76561198362142462,2706
76561198019954709,2525
76561198869163842,1478
76561198314166546,550
76561198829183336,887
76561198441158086,640
76561197983300993,0
userid,playtime_last_two_weeks
76561198299671904,297
76561198198873531,2595
76561198245418422,2578
76561198137414926,1863
76561198132237930,1300
76561198213949264,841
76561198021616245,3634
76561198262784706,4054
76561198345213252,1725
76561198310968643,0
76561198115509019,825
76561198322302603,0
76561198313777113,0
76561198382744404,3268
76561198165387313,878
76561197995352096,497
76561198154392217,0
76561198278668051,76
76561198103380184,1112
76561198213739635,581
userid,playtime_last_two_weeks
76561198836839897,0
76561198114106864,18564
76561198883016753,4343
76561198302018973,1863
76561198140667535,2052
76561198370631337,3051
76561198251831868,453
76561198220435379,759
76561198121530868,669
76561198236516988,1111
76561198055471626,3246
76561198424085647,334
76561198254625554,4423
76561197965991114,836
76561198139889915,345
76561198271824690,2
76561198203657571,484
76561198799126701,90
76561198426134536,139
76561198205177587,0
userid,playtime_last_two_weeks
76561198012277910,389
76561198929114140,2955
76561198255323553,1257
76561198296437021,1129
76561198145086208,25
76561198362792251,207
76561198091994504,883
76561198066918885,862
76561198126262849,32
76561198145513788,0
76561198055019198,2548
76561198110722586,2334
76561198148578395,3545
76561198287102667,1125
76561198061003622,457
76561198101250762,189
76561198080524596,64
76561198364047495,1076
76561198851405499,2154
76561198246350024,3021
userid,playtime_last_two_weeks
76561198113204032,2813
76561198801224540,1461
76561198848656116,9
76561198138966693,2274
76561198799368813,2367
76561198076317116,141
76561198880149599,5022
76561198112026883,2132
76561198285279967,2193
76561198322559070,5925
76561198174428946,527
76561198141826936,209
76561198240208962,693
76561198284125493,2479
76561198116121122,0
76561198130645220,2239
76561198057456730,994
76561198160320007,516
76561198764590419,3798
76561198304597567,1808
userid,playtime_last_two_weeks
76561198866920189,3495
76561198130232617,309
76561198178059999,869
76561198332056386,1764
76561197961210122,168
76561198168631671,608
76561198353586117,394
76561198159786405,1
76561198319783019,0
76561198008099770,31
76561198814365738,0
76561198162131438,1605
76561198188108981,0
76561198201604291,0
76561198170510857,739
76561198250274470,39
76561198878713508,2105
76561198294017092,2756
76561198201790102,1668
76561198302153344,1215
userid,playtime_last_two_weeks
76561198086211623,1477
76561198358094342,2414
76561198837477886,1246
76561198303124094,386
76561198277225998,4172
76561198801882221,1817
76561198799354110,2213
76561198150466361,223
76561198078525416,940
76561197996295745,1420
76561198878981493,1329
76561198162383255,633
76561198442559873,0
76561198108516350,1701
76561198082485831,1975
76561198826811036,2035
