userid,playtime_forever
76561198143490806,2276
76561198010637360,34901
76561198131957986,3154
76561198889383927,89
76561198797027265,175
76561198002976162,3578
76561198820283931,11305
76561198926614888,3382
76561197995949107,3967
76561198378550767,6498
76561198193490655,37134
76561198153334020,1897
76561198081286664,15243
76561198326057471,32068
76561198082331894,88715
76561198038369594,15334
76561198095955247,15075
76561197990795474,131
76561198797272295,76225
76561198261079400,2238
userid,playtime_forever
76561198114284074,55411
76561198092319055,15722
76561198060525274,73876
76561198333146216,15488
76561198191167698,17033
76561198815551359,41279
76561198156093311,11879
76561198219413029,48566
76561198283612685,15391
76561198117646617,4464
76561198146319133,132040
76561198390792103,2892
76561198104845617,20832
76561198135514791,29706
76561198246325036,65144
76561198400810837,2555
76561197970610839,57095
76561198298931179,8482
76561198116399108,2305
76561198818632628,892
userid,playtime_forever
76561198315817476,5148
76561198072226579,11520
76561198256288724,60728
76561198013780358,19173
76561198159285806,70445
76561198862314373,343
76561198301903912,4456
76561198074050073,88728
76561198134890336,33414
76561198896472712,4176
76561198799169792,5993
76561198141582631,40624
76561198889278526,2374
76561198233242096,8463
76561198901566503,131
76561198806517383,388
76561198120696949,75878
76561198207180937,68165
76561198826983276,4999
76561198321067895,1470
userid,playtime_forever
76561198869968466,1666
76561198117388385,63495
76561198043705187,25701
76561198384392777,3825
76561198883007696,4427
76561198290913643,838
76561198218193009,8285
76561198187222953,3922
76561198260233798,22773
76561198010920729,9486
76561198366700691,70604
76561198043873495,58086
76561198288202113,3037
76561198262567903,74968
76561198181551091,3640
76561198294047640,2564
76561198253304290,5560
76561198046845216,3329
76561198264305709,4067
76561198843137492,17952
userid,playtime_forever
76561198065297215,2617
76561198891340951,1238
76561198324392232,51449
76561198127890145,774
76561198130016442,19361
76561198340461060,12424
76561198422092885,5972
76561198143478584,18632
76561198204391557,21359
76561198950724979,4365
76561198182549695,13763
76561198309069942,23342
76561198861802433,7554
76561198144308516,13756
76561198397325412,12018
76561198234396984,13835
76561198399174496,881
76561198332731169,24877
76561198366955148,3263
76561198310227106,23933
userid,playtime_forever
76561198366955148,3263
76561198310227106,23933
76561197991327556,538
76561198304305619,2937
76561198798905907,5126
76561198144783197,29081
76561198873377604,75
76561198274677151,10125
76561198294218024,21722
76561198806748000,1014
76561198120666551,40871
76561198123564172,36135
76561198206035801,94027
76561198297446682,4884
76561198150291570,51149
76561198316582066,9232
76561198155980319,14283
76561198147856234,28939
76561198452814178,8503
76561198863013998,16280
userid,playtime_forever
76561198452814178,8503
76561198863013998,16280
76561198203764908,8923
76561198163247616,5819
76561198047966876,3713
76561198834482839,20260
76561198089790387,19240
76561198226872976,32914
76561198452754075,27465
76561198348350510,1838
76561198337474231,123779
76561198273793433,10801
76561198299328246,13672
76561198141332098,24633
76561198255100833,130897
76561198355441411,17526
76561198291270513,71808
76561198884296800,7933
76561198401403097,9497
76561198103979810,10446
userid,playtime_forever
76561198957006286,880
76561198874603982,2934
76561198174390086,102489
76561198050840535,57318
76561198059863738,3573
76561198237001780,26680
76561198197067527,13808
76561198119496700,3747
76561198365564390,39495
76561198164914926,1563
76561198086458489,45571
76561198330862431,12233
76561198319881516,622
76561198096798827,3793
76561198121348714,5012
76561198366917541,23282
76561198811490745,14503
76561198223705780,26128
76561198797841976,708
76561198859845476,7768
userid,playtime_forever
76561198797841976,708
76561198859845476,7768
76561198309370595,41449
76561198867065606,8158
76561198799647383,18584
76561198085931811,4556
76561198185117998,42815
76561198447637881,814
76561198448922100,5704
76561198312200437,37344
76561198317537394,17227
76561198348701778,4751
76561198234622528,42839
76561198362142462,17582
76561198019954709,33627
76561198869163842,2849
76561198314166546,4245
76561198829183336,7679
76561198441158086,4535
76561197983300993,11659
userid,playtime_forever
76561198299671904,297
76561198198873531,5620
76561198245418422,46063
76561198137414926,4685
