userid,playtime_last_two_weeks
76561198056396669,0
76561198213405531,0
76561198031304383,0
76561198005010979,0
76561198144922751,0
76561197982882538,0
76561198084280744,0
76561198168665815,0
76561198332817717,0
76561198086299849,0
76561198349533901,0
76561198009261376,0
76561198364064867,0
76561198284341147,0
76561198048630964,0
76561198165479659,0
76561198046566914,0
76561197998854848,0
76561198163871942,0
76561198086666266,0
userid,playtime_last_two_weeks
76561198088819673,0
76561198071640324,0
76561198192659181,0
76561198011373166,0
76561198327313563,0
76561198052964182,0
76561198080067127,0
76561197964771639,0
76561198124868219,0
76561198350523259,0
76561198069904461,0
76561198289306423,0
76561197972286127,0
76561198080954370,0
76561198257412271,0
76561198047339888,0
76561197972299640,0
76561198154891165,0
76561198071743634,0
76561197988113176,0
userid,playtime_last_two_weeks
76561198292658887,0
76561198029435301,0
76561198063941855,0
76561198029750611,0
76561198038194365,0
76561198349897458,0
76561198107295754,0
76561198157698067,0
76561197971297614,0
76561198023829435,0
76561198235154516,0
76561198308218490,0
76561198051509529,0
76561198223634744,0
76561198120128971,0
76561198348121227,0
76561198007786864,0
76561198131565632,0
76561197976289556,0
76561197970358729,0
userid,playtime_last_two_weeks
76561198276518325,0
76561198167210026,0
76561198363490119,0
76561197995881212,0
76561198329998926,0
76561197971747902,0
76561198204839179,0
76561198045841985,0
76561198060214258,0
76561198360030293,0
76561198046842560,0
76561198161367756,0
76561198323092446,0
76561198030153559,0
76561198161009229,0
76561197996569919,0
76561198047477114,0
76561198119843224,0
76561198323884676,0
76561197976160100,0
userid,playtime_last_two_weeks
76561197976273183,0
76561198103554856,0
76561198080213360,0
76561198021018641,0
76561198271072733,0
76561198168618781,0
76561198068020110,0
76561198256030719,0
76561198344225461,0
76561198172634818,0
76561198102811123,0
76561198107112401,0
76561198188784446,0
76561197993360824,0
76561198078811539,0
76561198115684618,0
76561198061220698,0
76561198086374580,0
76561198021745041,0
76561198271861301,0
userid,playtime_last_two_weeks
76561198250878142,0
76561197973085265,0
76561198272299804,0
76561198289212624,0
76561198213223621,0
76561198233534208,0
76561198331595550,0
76561198156259302,0
76561198155382606,0
76561198040851274,0
76561198049023411,0
76561198076129001,0
76561197969469478,0
76561198024779558,0
76561198133683348,0
76561198097458705,0
76561198077053484,0
76561198268287619,0
76561198110998764,0
76561198123433350,0
userid,playtime_last_two_weeks
76561198171361949,0
76561198102531329,0
76561198161625648,0
76561198082849843,0
76561198009288238,0
76561198063262096,0
76561198002644878,0
76561198074334867,0
76561197970527691,0
76561198099055852,0
76561198264053130,0
76561198127537987,0
76561198001189115,0
76561198072434709,0
76561198140826492,0
76561198224024988,0
76561198043609914,0
76561198013735286,0
76561198247281874,0
76561198336968184,0
userid,playtime_last_two_weeks
76561197971227110,0
76561198103948587,0
76561198077888479,0
76561198201842253,0
76561198171996357,0
76561198147022186,0
76561197979993326,0
76561198124102591,0
76561198123446645,0
76561198182546798,0
76561198156108416,0
76561197976761434,0
76561198011765279,0
76561197960375137,0
76561198074577215,0
76561198010748991,0
76561197967974872,0
76561197960785821,0
76561198184603403,0
76561198052292938,0
userid,playtime_last_two_weeks
76561198102945329,0
76561198035222706,0
76561198015156803,0
76561198161898355,0
76561198358488392,0
76561197979757181,0
76561198065741237,0
76561198197159051,0
76561198155431825,0
76561198031277090,0
76561198021110154,0
76561198043545407,0
76561198322204460,0
76561198189755671,0
76561198172269615,0
76561198197512410,0
76561197998744708,0
76561198049644319,0
76561198000336213,0
76561198034304361,0
userid,playtime_last_two_weeks
76561198160430893,0
76561198278005815,0
76561197970740493,0
76561198025621849,0
76561198044291784,0
76561198118845778,0
76561198058933758,0
76561198080497852,0
76561198013463285,0
76561198277587413,0
76561198127583397,0
76561197963617760,0
76561197965128161,0
76561198200341489,0
76561197986773032,0
76561198139560389,0
76561198155647781,0
76561197982577039,0
76561198045313866,0
76561197983004774,0
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
userid,playtime_last_two_weeks
