userid,playtime_forever
76561198450226126,2714
76561198445139719,974
76561198051491682,25730
76561198303032404,5257
76561198142433675,24359
76561198177886099,13232
76561198331373654,2361
76561198388764891,4584
76561198446083202,282
76561198102252436,2797
76561198050510070,8965
76561198103967666,15945
76561198158091112,206676
76561198169026609,49542
76561198159863534,32306
76561198349112689,31803
76561198867790328,298
76561197975593715,2102
76561198841732563,13481
76561198334885074,3846
userid,playtime_forever
76561198082211850,23061
76561198346895674,7650
76561198318739962,25272
76561198290494710,992
76561198285942074,11528
76561198401991535,3393
76561198155184624,23810
76561198242222516,11806
76561198132047860,25624
76561198049000521,9315
76561198313343739,1712
76561198121516840,2188
76561198845916743,3452
76561197972583567,25731
76561198282470521,19548
76561198180699946,4729
76561198439058224,4447
76561198812870337,4974
76561198272400768,2558
76561198138506590,54
userid,playtime_forever
76561198436189923,2655
76561198001747796,2598
76561198098629031,11954
76561198100905176,81011
76561198274402193,11066
76561198171918334,13231
76561198260217175,2588
76561198216277964,6434
76561198321605284,2907
76561198054337616,7806
76561197997899456,4044
76561198255573190,41254
76561198103030726,11258
76561198428494432,13861
76561198191752869,10423
76561198876849543,743
76561198127369824,150279
76561198165300080,15471
76561198329675343,66068
76561197977110122,63
userid,playtime_forever
76561198275529891,17078
76561198403620977,4856
76561198298340077,37880
76561198449414831,1984
76561198847565123,747
76561198122934824,1019
76561198100150633,12969
76561198366743309,2394
76561198880763669,2001
76561198010745768,7829
76561198007101562,7633
76561198189472519,4162
76561198310834609,4651
76561198056364419,4189
76561198130844847,2971
76561198852281162,8676
76561198175144894,19756
76561198172936727,53382
76561198880503504,7826
76561198378800842,10982
userid,playtime_forever
76561198880238606,8563
76561198068232394,2450
76561198173446870,17528
76561198118202513,1619
76561198017038578,1348
76561198396366348,12545
76561198053351683,9875
76561198111486859,8558
76561198169133553,67148
76561198210465919,15475
76561198108194209,11326
76561198339400850,27779
76561198148859948,9598
76561198203834795,8740
76561198863541904,3409
76561198229246888,6892
76561198870040595,391
76561198337935191,31455
76561198120490046,6155
76561198105415513,2590
userid,playtime_forever
76561198337935191,31455
76561198120490046,6155
76561198105415513,2590
76561198237083526,6390
76561198864449864,2152
76561198406033011,2926
76561198019696137,23658
76561198140405739,9240
76561198140087096,8569
76561198393702487,14431
76561198086382740,24837
76561198197714357,50676
76561198046900733,2971
76561198076302298,62855
76561197970231694,1836
76561198336033902,32100
76561198343153330,47185
76561198021445833,17119
76561198239901856,1965
76561198278668051,1882
userid,playtime_forever
76561198386736660,4894
76561198253728079,2262
76561197982803252,16586
76561198262636492,2310
76561198833283637,34140
76561198799150308,10735
76561198159167901,5868
76561198283844401,1776
76561198302018973,6120
76561198121603731,23252
76561198956347609,172
76561198217158096,4124
76561198365184478,9293
76561198205177587,5240
76561198046365045,10134
76561198088560028,28208
76561198327617877,974
76561198030632299,2746
76561198234505100,55270
76561198277072298,15274
userid,playtime_forever
76561198327037424,45198
76561198846378744,3853
76561198928728345,2002
76561198318980949,14471
76561198265199323,135727
76561198241714480,7953
76561198046469572,3304
76561198848877562,314
76561198095462256,623
76561197974982862,5928
76561198317283260,4904
76561198388592931,171
76561198162313127,47292
76561198123792625,8246
76561198836962822,10521
76561198839857830,6989
76561198252341046,14630
76561198135740956,65396
76561198087647921,4152
76561198881369746,7481
userid,playtime_forever
76561198174595226,12820
76561197963564523,28328
76561198277942760,141
76561198127253442,65
76561198946112416,1441
76561198082288493,2880
76561198406740324,1914
76561198202368265,4274
