userid,playtime_forever
76561198063522295,37
76561198311773232,305
76561198029831050,497
76561198028241902,4167
76561198163771079,723
76561197979629165,552
76561198026328168,307
76561198082764480,281
76561197975475029,595
76561198271974420,244
76561197967853129,297
76561198025715587,916
76561198125612724,82
76561198115026326,289
76561198117482140,1587
76561198020525107,480
76561198856599505,541
76561198043015040,425
76561198077764438,587
76561198056728421,1324
userid,playtime_forever
76561198321098649,24
76561197986231494,280
76561198104655591,21
76561198089171606,840
76561197981780347,57
76561198119567873,9
76561198155008451,1834
76561198321122128,1023
76561198119635095,144
76561198043108500,386
76561198237119672,274
76561198188270694,352
76561198359298271,456
76561198321637583,392
76561198016022658,16
76561198020208460,1038
76561198092285122,490
76561198036164983,1025
76561198273563552,447
76561198273883330,281
userid,playtime_forever
76561197983723144,384
76561198352211265,358
76561198011921918,92
76561198106265421,477
76561198057889278,6565
76561198108599461,150
76561198189584473,404
76561197990427639,662
76561198043390385,31
76561198062837523,1418
76561198036061187,433
76561198029685879,277
76561197971434473,252
76561197976785181,850
76561198039650062,212
76561198081811118,12
76561198005971335,337
76561198003124614,141
76561198086711029,82
76561198003620972,675
userid,playtime_forever
76561198015680208,605
76561198032636062,186
76561197991760600,881
76561197995807615,308
76561198108183039,304
76561198103726256,443
76561197988978390,403
76561198332065648,16
76561198074159419,794
76561198087038109,361
76561197973779859,99
76561198103380115,531
76561198113505025,778
76561198015397555,1106
76561198340321362,49
76561198074221034,88
76561198061576110,15
76561197961533143,645
76561197974484281,397
76561198107586293,315
userid,playtime_forever
76561198453729887,1011
76561198170887239,473
76561198112345027,206
76561198066728520,15
76561198343435982,54
76561198811000209,307
76561198073739639,454
76561197971233153,732
76561198289283480,337
76561198204244804,318
76561198136449390,795
76561198064536786,81
76561198354948532,32
76561198115720547,503
76561198311281150,7
76561198053258160,47
76561198094745907,840
76561198010771260,329
76561198106350190,454
76561198090045109,77
userid,playtime_forever
76561198211897571,132566
76561198031472384,379
76561198178204258,952
76561198024689564,434
76561198441732880,386
76561198026458306,860
76561197998399882,341
76561198086235280,591
76561198116579510,474
76561198117542949,395
76561198041844214,522
76561197969800227,1019
76561198135120469,173
76561198007709229,374
76561197976541858,496
76561198192521774,37
76561198037043749,161
76561198122511774,29
76561198019201797,718
76561198095127852,617
userid,playtime_forever
76561198039622540,1077
76561198083206007,39
76561198120803120,207
76561198021224494,18
76561198076495085,193
76561198072875915,459
76561198013685488,85
76561198015625902,505
76561197966347039,3054
76561198167566727,1424
76561198108368600,92
76561198305363354,165
76561198078879823,363
76561198107416692,256
76561198204033063,5
76561198131049010,291
76561198048075940,850
76561198045242708,1116
76561198044442035,328
76561197994449704,175
userid,playtime_forever
76561198054887068,532
76561198066836747,291
76561197971829295,330
76561198048133739,225
76561198091347694,182
