userid,playtime_last_two_weeks
76561198249785394,796
76561198799082314,672
76561198314821022,303
76561198860473657,1354
76561198014961261,347
76561198178555097,1652
76561198252970102,763
76561198223642504,2837
76561198325479435,176
76561198282570909,190
76561198425300438,639
76561198336437067,387
76561198396442056,110
76561198853817800,1630
76561198194777094,0
76561198385391568,1270
76561198165117022,516
76561198314253599,1086
76561198304527599,754
76561198885073240,720
userid,playtime_last_two_weeks
76561198051725757,208
76561198012070611,1475
76561198795897077,985
76561198447398512,457
76561198149156251,1609
76561198123504214,802
76561198103037214,36
76561198852951500,1738
76561198819422223,1468
76561198452154912,618
76561198250473064,2323
76561198380660845,0
76561198011559586,2605
76561198203665253,1911
76561198955747907,1072
76561198286305532,3557
76561198825116723,3897
76561198153334020,44
76561198941325472,2471
76561198403715531,1856
userid,playtime_last_two_weeks
76561198192231525,2318
76561198304583633,492
76561198839054625,1676
76561198379124712,1153
76561197961359987,8576
76561198228637484,2060
76561198878833613,6350
76561198842056047,4466
76561198415331906,984
76561198379641630,3613
76561198437428728,375
76561198840434654,4322
76561198330226502,91
76561198958017135,156
76561198271954943,18
76561198045574209,1953
76561198284013947,30
76561198898400734,2305
76561198289039938,1088
76561198191150078,2134
userid,playtime_last_two_weeks
76561198064203776,250
76561198334546022,1341
76561198042069646,0
76561198240027626,2052
76561198930993568,4190
76561198835832581,2106
76561198169868470,930
76561198045199866,4146
76561198957326713,685
76561198282584053,907
76561198957054240,1666
76561198108768424,15
76561198272656102,2685
76561198155909948,781
76561198301395350,1099
76561198199944581,5650
76561198951227397,2808
76561198337086632,354
76561198092003205,3401
76561198348106691,2
userid,playtime_last_two_weeks
76561198196246909,0
76561198031609309,1160
76561198354207872,410
76561198224956292,0
76561198797897168,1607
76561198254676857,900
76561198889040763,3165
76561198957923920,275
76561198838649347,525
76561198300010023,189
76561198837677255,433
76561198255835810,2134
76561198932051194,1980
76561198951205653,2256
76561198907748581,76
76561198288049368,5158
76561198255703071,1426
76561198952721566,2718
76561198802354831,91
76561198060165230,23
userid,playtime_last_two_weeks
76561198185198897,3089
76561198834406402,24
76561198360064324,85
76561198364312715,2168
76561198824641139,296
76561198165153682,1383
76561198140732839,1312
76561198883701703,252
76561198157628113,2255
76561198135935620,176
76561198871512639,3002
76561198088886462,2018
76561198319089156,3087
76561198261424751,1525
76561198307944969,4194
76561198852997682,1842
76561198411623617,10
76561198025960729,2324
76561197992273240,1189
76561198064270650,1233
userid,playtime_last_two_weeks
76561198355823949,2457
76561198371897304,65
76561198796629839,159
76561198837244200,513
76561198012625649,92
76561198003656459,26
76561198875255307,1287
76561198839787130,2609
76561198305037658,0
76561198116368538,1252
76561198100983462,350
76561198202823821,1528
76561198098883776,3221
76561198871208546,3267
76561198798409238,2424
76561198866753999,2732
76561198197213082,666
76561198203933119,84
76561198853930332,2578
76561198870196732,2257
userid,playtime_last_two_weeks
76561198838769794,3401
76561198883655155,46
76561198147519295,2169
76561198800660115,844
76561198836261989,1952
76561198046046535,2609
76561198348576233,91
76561198243184796,1416
76561198401167250,3935
76561198091197682,3879
76561198817300550,3051
76561198043810548,176
76561198186385749,3088
76561198288557417,1129
76561198849544360,3152
76561198411880253,0
76561198802768409,2781
76561198237661794,0
76561198068953887,824
76561198881522059,1377
userid,playtime_last_two_weeks
76561198083435711,106
76561198281379240,24
76561198815541884,120
76561198306502508,1784
76561198156336773,1899
76561198333295091,554
76561198451532673,2980
76561198836839167,3636
76561198951405512,4060
76561198329567790,0
76561198301643964,0
76561198396121600,515
76561198405698360,3987
76561197987070151,0
76561198417853189,3541
76561198146466377,1688
76561198045170906,2334
76561198406819516,1849
76561198144749860,1647
76561198133659845,5062
userid,playtime_last_two_weeks
76561197963988080,464
76561198289437170,863
76561198373629003,4715
76561198380170391,2563
76561198205007499,581
76561198238600274,2387
76561198841697046,1577
