userid,playtime_last_two_weeks
76561198362346954,318
76561198071276561,1999
76561198175813935,3111
76561198038090589,2804
76561197962823034,1326
76561198167762776,247
76561198843563906,2190
76561198007182158,0
76561198440723186,0
76561198120737356,0
76561198854429800,3821
76561198008910787,4235
76561197977269463,0
76561198061301767,0
76561198014146141,1033
76561198411823502,2869
76561198155008477,914
76561198370501385,1752
76561198046983396,1287
76561198047923172,813
userid,playtime_last_two_weeks
76561198838367352,2296
76561198864424792,767
76561198143965968,2320
76561198873471189,14
76561198002954610,2817
76561198009936860,1405
76561197992928478,0
76561198157830201,5416
76561198127160070,334
76561198096624184,2015
76561198080327129,3
76561197962088068,1976
76561198834845549,3736
76561198147964827,653
76561198049591643,19
76561198049040096,917
76561198145701324,0
76561198219075552,1832
76561198223705780,8
76561197979996805,2976
userid,playtime_last_two_weeks
76561198272688567,22
76561198124874422,1538
76561198365780629,7645
76561198080177336,0
76561198418386542,2298
76561197997771853,262
76561198114641153,539
76561198153458314,4435
76561198018473857,0
76561198057730212,4186
76561197995985473,652
76561198806989937,2004
76561198262720667,0
76561198004416720,1172
76561198077722959,1836
76561198009330904,616
76561198048928145,1090
76561198030894674,4186
76561198188160803,192
76561197997460935,2467
userid,playtime_last_two_weeks
76561198870264213,1214
76561198363311818,847
76561198303833844,1124
76561198000898636,1431
76561198070310980,73
76561198127684498,2222
76561198031235763,1129
76561198101334539,658
76561198006181810,2739
76561198106591237,0
76561198801039069,0
76561198137561733,2684
76561198044625436,36
76561198124783034,1122
76561198014653450,621
76561198244495860,3601
76561198218130463,1012
76561198157912260,62
76561198799042151,976
76561198051785472,2221
userid,playtime_last_two_weeks
76561198388052572,20
76561198114818319,1698
76561198094283454,0
76561198193314953,2022
76561198402244470,874
76561198813677111,3
76561198142618475,421
76561198014745610,1762
76561198209322107,3548
76561197970941844,6854
76561198025819087,3200
76561198015453827,1845
76561197968807811,0
76561197983044402,0
76561198018510361,1289
76561198313190052,681
76561198244543854,3938
76561198834636907,506
76561197970514284,156
76561198035364525,4142
userid,playtime_last_two_weeks
76561197970514284,78
76561198035364525,4208
76561198204909273,0
76561198241345768,0
76561198068764699,816
76561198204724323,225
76561198043317784,5
76561198018190127,3206
76561198081505858,1595
76561198133957458,4207
76561198305533198,621
76561198255788438,3216
76561198028534290,620
76561198077893706,2220
76561198413302246,6
76561198106952850,2237
76561198019662133,6781
76561198245135984,1868
76561198024342475,0
76561198096897458,0
userid,playtime_last_two_weeks
76561198394580881,0
76561197978348607,149
76561198109518106,1905
76561198077696383,3591
76561198096875077,1649
76561198097603315,1696
76561198075306003,2146
76561198060739581,820
76561197986572155,280
76561198142267785,2382
76561198347243755,2574
76561197968595413,52
76561198240834954,943
76561197990134643,534
76561198018101156,2965
76561198058994831,1366
76561198186812151,1724
76561198121382889,22
76561197999976075,0
76561198122846847,351
userid,playtime_last_two_weeks
76561198001471216,3406
76561198086691522,71
76561198366136886,2358
76561198097159668,187
76561198091802971,70
76561197999407402,0
76561198247900960,605
76561198069691286,24
76561198044810544,618
76561198021955596,0
76561197992006866,67
76561197967952455,11
76561198275079444,252
76561197969594655,892
76561198806208103,130
76561198858983255,1979
76561198087751271,2812
76561198148160033,1636
76561198075475022,1046
76561198008573498,2703
userid,playtime_last_two_weeks
76561198147697745,0
76561198041114879,1633
76561198065463660,409
76561198032159398,4
76561198050816665,1245
76561198255191124,2368
76561198085936570,423
76561197960531673,2787
76561198130927570,471
76561198151273189,49
76561198147177799,1261
76561198038180102,0
76561198027978159,605
76561197972315462,989
76561198135390262,678
76561198123025044,0
76561198023230131,115
76561198099474466,0
76561198858190851,766
76561197994502411,0
userid,playtime_last_two_weeks
76561198149195950,0
76561198255429763,26
76561198085658644,580
76561198035097376,2487
76561198084908849,402
76561198315460810,2490
76561198012229247,16
76561198294509710,2545
76561198258165345,1025
76561198396108610,2149
76561198040969163,863
76561198868075305,378
76561198192594538,0
76561198021950261,4076
76561198857937529,763
76561198043351606,2088
76561197961158422,4474
76561198340829776,298
76561198057491274,2130
76561197963019189,0
userid,playtime_last_two_weeks
76561198034887319,410
76561198079957671,476
76561198154973837,0
76561198034378797,0
76561198069071702,29
76561198245601452,195
76561198169572729,1625
76561198080033075,730
76561198409278289,505
76561198379440763,137
76561198086942626,978
76561198122883670,24
76561197990417222,25
76561197960869353,753
76561198197982294,17
76561197970435474,15
76561198026969932,0
76561198390801422,0
76561198078601177,61
76561198009316140,0
userid,playtime_last_two_weeks
76561198173734846,254
76561198009628696,4329
76561198000360172,3060
76561197999045204,0
76561198063235441,297
76561198279851274,1344
76561198169960499,2265
76561198035697433,894
76561198162150884,587
76561197978010263,0
76561198039177980,2620
76561198118010815,445
76561197967198526,108
76561198156337568,0
76561198166507140,1073
76561198085980766,5873
76561198229591108,39
76561198018536219,8
76561198078488251,0
76561198024231214,0
userid,playtime_last_two_weeks
76561198122860164,0
76561198065661030,0
76561198035576525,1
76561198447771201,0
76561197992906072,8424
76561198284532725,2406
76561198307897374,0
76561197972556427,3842
76561198172719726,0
76561198303827355,123
76561198305153414,459
76561198068636266,4754
76561198048957300,2385
76561198859814828,2
76561197979830079,717
76561198190767207,2
76561198050771642,0
76561198080644212,0
76561198044466213,0
76561198098015324,696
userid,playtime_last_two_weeks
76561198034272294,296
