userid,playtime_last_two_weeks
76561198311778845,6930
76561197992547224,27
76561198244302576,1446
76561198131055295,1095
76561198865844485,6103
76561198442281087,4220
76561198278513804,4
76561198841605108,1454
76561198173814919,1491
76561198388764891,572
76561198141062691,7
76561198302049513,0
76561198398512201,285
76561198008487269,2528
76561197999479425,561
76561198354362850,89
76561198426864822,39
76561198033169041,10
76561198350791047,689
76561198198791405,0
userid,playtime_last_two_weeks
76561198380496741,247
76561198867790328,1
76561198336633743,0
76561198379581349,208
76561198163133369,809
76561197961255586,1442
76561198347915247,4194
76561198395569743,488
76561198063002323,6271
76561198828797535,275
76561197999471081,112
76561198032996929,34
76561198045590271,0
76561197976447326,0
76561198111568442,40
76561197991042399,49
76561198019246819,165
76561198094654284,14
76561198143725803,0
76561197972335551,0
userid,playtime_last_two_weeks
76561198396452928,864
76561198069209197,43
76561198079911329,633
76561197972581521,151
76561198070544206,0
76561198069481474,0
76561198028105786,0
76561198074742767,1349
76561198212922467,1039
76561198091468965,91
76561198020312556,101
76561198431727940,403
76561198163741910,51
76561198135962174,64
76561197993782575,1524
76561198029620589,84
76561198169804170,0
76561198807434202,2413
76561198311501067,1
76561197967923570,3399
userid,playtime_last_two_weeks
76561198868894729,761
76561198063909352,704
76561198054337616,0
76561198263745224,1030
76561198809701658,3818
76561198892527129,131
76561198069580103,0
76561198815036738,210
76561198397163028,273
76561197995356657,272
76561198186275137,2799
76561198195478042,85
76561198264041487,637
76561198388458714,115
76561198313306553,21
76561198103507271,299
76561198390525394,88
76561198880213593,0
76561198295852955,1673
76561198103018453,0
userid,playtime_last_two_weeks
76561198943493616,4284
76561198353182150,2313
76561197971118056,0
76561198231292972,7065
76561198313815430,200
76561198327462683,3076
76561198448261951,235
76561197996926915,0
76561198164052961,1310
76561198287198217,0
76561198061490566,23
76561197964902689,763
76561198846978722,2990
76561198313796507,0
76561198066069123,0
76561198015785150,3194
76561197963342037,2691
76561198418080206,7506
76561198056084920,0
76561198070366822,0
userid,playtime_last_two_weeks
76561198171588237,3154
76561198833633961,61
76561198814378782,2037
76561198176056321,27
76561198324667815,4278
76561198093960884,0
76561198094490617,53
76561198367967122,1591
76561197980189315,1049
76561197960306865,1409
76561198136638460,0
76561198047684817,562
76561198142506910,24
76561197960337707,0
76561198039496955,280
76561198044664754,558
76561198191330155,14
76561198081118010,3482
76561198272400768,1
76561198318217113,0
userid,playtime_last_two_weeks
76561198137685405,3952
76561198419601345,1114
76561198823062804,0
76561198847392254,501
76561198877945372,1954
76561198411601926,53
76561198159082812,58
76561198310380184,1030
76561198431513142,2659
76561198395922894,1450
76561198174689073,1129
76561198175179546,535
76561198243746440,39
76561198071250362,490
76561198816344100,2638
76561198139271296,0
76561198314312653,3571
76561198151636139,0
76561198163140512,2997
76561198332855612,577
userid,playtime_last_two_weeks
76561198839729206,145
76561198197714357,42
76561198298145247,0
76561197999165544,538
76561198336033902,0
76561198374480922,8748
76561198280595213,5932
76561198448714992,0
76561198110367907,0
76561198122385085,338
76561198862282377,80
76561198073529182,166
76561198956362516,111
76561198409670371,310
76561198148359183,0
76561198184523962,5076
76561198210134601,564
76561197972398706,1085
76561198878652954,2279
76561198443952381,0
userid,playtime_last_two_weeks
76561198365184478,0
76561198152121374,0
76561198042575783,47
76561198339303791,70
76561198799126701,0
76561197988029528,86
76561198053528067,1257
76561198059052035,1313
76561198437013009,120
76561198831318553,0
76561198043771097,1139
76561198409324564,23
76561198037266117,6694
76561198929312217,528
76561198073058457,14
76561198116014924,184
76561198419613870,557
76561198817618609,4233
76561198060916449,0
76561198132952969,0
userid,playtime_last_two_weeks
76561198029409606,12
76561198831891934,3672
76561198133192481,2319
76561198304007740,1169
76561198036015810,872
76561198302347556,1369
76561197995510516,63
76561197973149983,33
76561198718056730,29
76561198151198666,2492
76561198145437987,1431
76561198357567293,1418
76561198281638632,0
76561198332056386,17
76561198032680601,1656
76561198362242908,0
76561197993183799,736
76561198039095016,904
76561198043533307,30
76561198346963193,87
userid,playtime_last_two_weeks
76561198442609764,0
76561198133858081,28
76561198171368142,83
76561198866976502,38
76561198873573986,2525
76561198304296921,171
76561198180560421,121
76561198237246328,0
76561198446440762,0
76561198120404295,1733
76561198008683539,0
76561198245614152,137
76561198293804450,0
76561198442148103,0
76561198427611475,92
76561198150287165,713
76561198170935258,152
76561198150466361,0
76561198058018527,500
76561198862663839,7610
userid,playtime_last_two_weeks
76561198052754842,0
76561198190569153,0
76561198288097696,1205
76561198846181077,4289
76561197982602515,145
76561198113021394,3611
76561198852746160,155
76561198007008276,423
76561198116067990,0
76561198800788448,0
76561198060041401,3234
76561198164804418,118
76561198214144476,1141
76561198409884064,0
76561198087439711,0
76561198313718526,1
76561197974567911,3025
76561198272670321,8
76561197965864321,33
76561198028189819,44
userid,playtime_last_two_weeks
76561198154044545,141
76561198010905267,3
76561198818665802,365
76561197997080536,802
76561198067065025,0
76561198820868429,1258
76561198024066228,0
76561197984143815,149
76561197995434036,759
76561197964015965,0
76561197962413072,2810
76561198833761891,0
76561197974272712,173
76561198124314706,1
76561198339434395,578
76561198265113006,4306
76561198837705688,310
76561198955718743,201
76561198095208621,523
76561198256152146,0
userid,playtime_last_two_weeks
76561198951086191,124
76561198926599460,107
76561197977072384,120
76561198306681274,33
76561198014841516,721
76561198182600989,0
76561198041145236,120
76561198089941758,3960
76561198369400772,0
76561197998722960,2353
76561198171455066,0
76561198011879326,0
76561198399807489,981
76561198259774184,2622
76561198344584017,0
76561197995423222,82
76561198012787399,0
76561198268495811,0
76561198008478518,58
76561198008629180,2
userid,playtime_last_two_weeks
76561198355677707,917
76561198955212654,437
76561198339107203,183
76561198376472411,84
76561198095564007,1266
76561198219833335,0
76561198011604402,0
76561197971330518,2737
76561197994002070,0
76561198170914118,397
76561198202579990,1694
76561198019486581,2720
76561198067087288,3703
76561198159623502,832
76561197982244326,572
76561198018233395,1203
76561198870170890,2760
76561198077222962,0
76561198055548758,338
76561198068063625,943
userid,playtime_last_two_weeks
76561198052789648,2091
76561198190949410,793
76561198876658653,3782
76561198109617251,176
76561198349243654,169
76561198876244546,2665
76561198810640626,1720
76561198160387575,1531
76561198206151163,0
76561198304403261,1088
76561198364281943,5759
76561198417454427,0
