userid,playtime_forever
76561198004815337,1929
76561198104617422,7895
76561198857368997,3017
76561198263064311,12610
76561198139473191,12575
76561198063141665,7834
76561198359386380,11874
76561198104836469,12254
76561198367253725,3414
76561198080524596,6830
76561198279246926,4711
76561198018611631,3130
76561198065125431,4426
76561198445833086,8275
76561198012383072,802
76561197973199827,9822
76561198093356488,9159
76561198113291914,33239
76561198001764628,8930
76561198059989780,1374
userid,playtime_forever
76561198272400768,441
76561198083031657,14328
76561198105187989,24523
76561197970502988,9744
76561198383355486,10584
76561198267940671,7364
76561198051742459,18750
76561198088105401,3965
76561198060134427,3120
76561198141423373,2588
76561198083433152,71
76561198039009439,33751
76561198087635703,8435
76561198058132679,1819
76561198123748482,16087
76561198001410626,9954
76561198040360145,10879
76561198314433435,473
76561198278668051,449
76561197987490467,3362
userid,playtime_forever
76561198252184066,7827
76561198010479092,2966
76561198200325414,1470
76561198212780781,25241
76561198034048537,2612
76561198799126701,264
76561198055431677,9264
76561198012277910,16211
76561197972318657,3220
76561198072817055,10709
76561198268984983,1295
76561198110373415,9529
76561198245596414,4367
76561198062506049,3535
76561198241337302,8572
76561198251902522,8309
76561198324484050,291
76561198092585050,2282
76561198367693493,6107
76561198087647921,6638
userid,playtime_forever
76561198385290956,6164
76561198390452017,2463
76561198245773904,9423
76561198009200651,2180
76561197970564899,3093
76561198323880385,2950
76561198111970505,4397
76561198153114766,4414
76561198259856581,143
76561198273997429,5270
76561198063388920,1115
76561198263582843,4108
76561198093815934,3935
76561198116580489,18872
76561198276046148,1205
76561198153791645,3734
76561198408489109,30818
76561198322428320,7475
76561198274262617,851
76561198186357419,11205
userid,playtime_forever
76561198104392527,6627
76561198177994765,26143
76561198077311187,2783
76561198447208245,6530
76561198273149926,798
76561198058420171,5538
76561198081095667,7261
76561197989594474,18176
76561198077060205,1989
76561198149677544,2560
76561198035239764,22726
76561198203178269,6371
76561198111579479,2907
76561198030787876,312
76561198156101018,265
76561198413302246,13649
76561198116463709,6030
76561198168867659,14268
76561198452446591,191
76561198121822869,15211
userid,playtime_forever
76561198176226490,6434
76561198033200463,10520
76561198047552967,334
76561197965016995,16987
76561198231747140,14281
76561198300760869,5615
76561198016758717,13292
76561198236057832,19406
76561198841452875,1125
76561198307966711,4912
76561198163010648,42318
76561198344110106,2119
76561198024918684,3863
76561198089529759,6047
76561198047479993,9765
76561198262621581,6470
76561198273898029,3897
