userid,playtime_last_two_weeks
76561198328716497,3376
76561198272400768,177
76561198004116317,103
76561198098787984,30
76561198123370826,3566
76561198881517745,0
76561198077446949,211
76561198030650504,0
76561198364708607,3169
76561198071641592,291
76561198136588149,3718
76561198094169754,6478
76561198028841804,339
76561198106398557,1122
76561198134749162,1718
76561198334432547,2806
76561198008813285,484
76561198022817376,0
76561197973010957,43
76561198037345172,275
userid,playtime_last_two_weeks
76561198124225907,469
76561198030546365,934
76561198041779189,1539
76561198027570313,4623
76561198123900524,2040
76561198116166867,2241
76561198125654714,2539
76561198039798968,1149
76561198454042781,316
76561198119689777,0
76561198342922413,149
76561198058131450,1114
76561198121530868,2063
76561198182135335,1
76561197962599660,1230
76561198044374991,0
76561198110373415,0
76561198264303491,305
76561198261210417,2473
76561198220612289,2354
userid,playtime_last_two_weeks
76561198115186067,2427
76561198074248311,2
76561198046578009,2271
76561198309733932,3702
76561198087647921,521
76561198064666353,713
76561197995462265,0
76561198154114639,0
76561198144906860,254
76561198350473422,0
76561197991842368,456
76561198023637026,0
76561198308503904,8960
76561198869301874,2437
76561198289671853,2038
76561197970469558,381
76561198439513284,51
76561198025541494,2399
76561198082233564,337
76561197972131905,2268
userid,playtime_last_two_weeks
76561198047627207,621
76561197997334666,1693
76561198111766503,962
76561198908021235,760
76561198076474262,608
76561198030905187,985
76561198179798706,4562
76561198037593175,650
76561198006831306,0
76561198150744188,0
76561197983535934,3261
76561198152970603,4863
76561198181980538,3537
76561198258183124,0
76561198140400742,0
76561197976794215,674
76561198097758201,1470
76561198059828141,1508
76561198263941429,283
76561197979965387,2029
userid,playtime_last_two_weeks
76561198113855823,612
76561198127944326,0
76561198143179731,1301
76561198046581075,2150
76561197962972373,0
76561198018654643,3323
76561198207832349,1934
76561198139869565,3761
76561198283249457,2492
76561198415032464,0
76561197999173086,321
76561198017868005,634
76561197993846222,1989
76561198877769574,1610
76561198055448351,4984
76561198103296514,1012
76561198826637303,1515
76561198193194010,0
76561198293705273,1790
76561197963369336,10
userid,playtime_last_two_weeks
76561197963369336,10
76561198047479993,0
76561198044298368,1119
76561198052483524,9310
