userid,playtime_forever
76561198067697187,492
76561198813753403,1267
76561198004703508,2818
76561197977269463,1469
76561198012883050,3497
76561197995399782,2730
76561198105144358,831
76561198297446665,2287
76561198089879417,456
76561198022323999,1118
76561197988055697,1101
76561198189850047,2333
76561198356087003,2070
76561198004023007,1426
76561198068942683,1277
76561198046845216,1593
76561198064526127,1773
76561197980238865,447
76561198068957063,3844
76561197971127440,511
userid,playtime_forever
76561198930189844,607
76561198030534862,1689
76561198147150512,946
76561197976119232,3839
76561197989930709,948
76561198054724904,1757
76561198129796392,1044
76561198235714448,939
76561198170546615,488
76561198078208116,4007
76561198180560421,3673
76561198009200651,339
76561198055534669,2802
76561197978500346,2190
76561198373313313,47
76561198406003284,2873
76561198202665255,5683
76561198031537979,2122
76561198288855699,3811
76561198872567526,2918
userid,playtime_forever
76561198090092049,2437
76561198068343589,3496
76561198115940020,1535
76561198027491213,578
76561198036694499,1295
76561198809814173,3284
76561198138047248,2007
76561198145655617,9981
76561198064447856,810
76561198352946069,6085
76561198329003169,4214
76561198362327763,1326
76561198024342475,2569
76561198070483283,848
76561197977449927,1173
76561198180847866,2447
76561198014757023,13994
76561198089311810,1303
76561198011388148,2675
76561198076663712,1448
userid,playtime_forever
76561198122441674,1073
76561198053326567,1445
76561198075314656,628
76561198038256523,2124
76561198018839695,1701
76561198855827297,3043
76561198431081761,2576
76561197995400074,478
76561198039841298,3265
76561198158464731,2671
76561198032115628,1231
76561198269101926,2064
76561198063814243,3856
76561198067709740,1716
76561198004422210,1390
76561198011053078,1128
76561197979913660,5942
76561198134095460,1376
76561198079654130,3027
76561198333138835,1860
userid,playtime_forever
76561198098666735,1487
76561198084905154,1083
76561198354183889,421
76561198823620648,706
76561198044201137,3238
76561197979990624,1525
76561198024949448,2151
76561198275147508,1403
76561198057823717,4437
76561198052142662,1257
76561198274414307,743
76561197970407493,1565
76561198011829736,213
76561197999803875,2223
76561198867912209,20
76561198110239614,836
76561197982478510,2514
76561198821342328,1376
76561198132068638,3625
76561198036173034,886
userid,playtime_forever
76561198085830354,3788
76561198074586649,1515
76561198070696378,621
76561198056173552,2849
76561198003821655,4477
76561198066494343,5349
76561198094039406,1760
76561197960338820,61
76561198097204925,1398
76561198855752263,1231
76561198886091499,631
76561197995941062,605
76561197993230665,3906
76561198051126957,1511
76561198101559264,3966
76561198127219244,1166
76561198114704177,5491
76561198083746225,734
76561198048622335,2107
76561197985461917,12385
userid,playtime_forever
76561198056776137,931
76561197960806386,3811
76561198106152240,6445
76561198029555177,2006
76561198046371244,895
76561198037797739,2836
76561198048823683,590
76561198412487875,69
76561198043487860,1570
76561197963505166,947
76561198118799726,888
76561198423649769,1999
76561198126643096,1228
76561198048349107,3452
76561198182968223,4819
76561198259737255,2687
76561198099450878,2326
76561198023597131,730
76561198271870435,118
76561198292421251,206
userid,playtime_forever
76561198407580308,3060
76561197994505371,2018
76561198936214716,867
76561198256699450,2912
76561198837738746,3594
76561198400679596,2148
76561197979876789,530
76561198028731030,1119
76561198281918023,1697
76561198067675563,1277
76561197995957283,3366
76561198063913127,771
76561197982445926,767
76561198041566105,1130
76561197998324314,3356
76561198229220656,2304
76561198377285134,6836
76561198004362575,4614
76561198151517358,491
76561197996468712,1375
userid,playtime_forever
76561198092781679,2767
76561198881763050,10409
76561198069244620,8983
76561198082182767,2614
76561198031087487,1367
76561197970028499,1157
76561198301364048,1942
76561198392889398,2241
76561198087162618,3521
76561198171775638,10065
76561198000672672,5356
76561197999124555,537
76561198103945413,3160
76561198287604325,1272
76561198846336461,4352
76561198801982267,2276
76561198067424686,904
76561197969619059,10494
76561198343077196,1417
76561198058802333,766
userid,playtime_forever
76561198078814344,4151
76561198820651069,2076
76561198199234829,2639
76561198282266966,1971
76561198365993969,1088
76561198014416252,461
76561198387762095,2761
76561198831262956,2056
76561198100911550,661
76561198840202626,638
76561197977662912,1441
76561198938608096,3255
76561198129635997,4737
76561198167661184,2361
76561197971340248,993
76561198086284705,2855
76561198358640412,3779
76561197999513760,3281
76561198043726136,1198
76561198037925145,1492
userid,playtime_forever
76561198057665227,2647
76561198799411841,8106
76561198042736419,1896
76561198041965856,3145
76561198169795721,222
76561198156192545,665
76561198011640139,1715
76561198046190215,1242
76561198333421544,12242
76561198058978880,2975
76561198834572823,610
76561198137383995,549
76561198014417413,6973
76561198009127811,2788
76561198112357786,1616
76561198024302544,2637
76561198000387388,1990
76561198084883229,787
76561198082060532,787
76561197997063279,1212
userid,playtime_forever
76561198177869658,20736
76561198258801170,1005
76561198172594781,1486
76561198841477773,105
76561198060792897,560
76561198004201910,5107
76561198005376219,4263
76561198078503171,11447
76561198069984520,1767
76561198111059565,1816
76561198351674434,3035
76561198060256764,1308
76561198029360347,1765
76561198151078670,662
76561198060138649,947
76561198071972050,5166
76561198004805448,1560
76561198123037336,2046
76561198042773594,1451
76561198287554401,6041
userid,playtime_forever
76561198014765153,9700
76561198048665774,7552
76561198093056807,1465
76561198364632422,389
76561198001221200,1241
76561198285356338,469
76561198390557505,1521
76561198052904308,366
76561198049201040,1353
76561198068913592,409
76561198098368109,4421
76561198066596582,3952
76561198083760499,551
76561198087219158,1483
76561198088393610,781
76561197993585601,1471
76561198255524296,3099
76561197963269143,1852
76561198064088502,4770
76561198001357443,3392
userid,playtime_forever
76561198045632456,1077
76561198010830939,1212
76561198013025716,1262
76561198062891121,2659
